folio;depto;area;s01a_01;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;upm;estrato;factor
88928;2;1;3;5; ; ; ; ;3000;1; ;1;1; ;3; ;1; ;24;0;7;30;2;1;1;1;1;1;1; ;1;80;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;5;3;1;50;2;214-00628006300-A;14;252
88929;2;1;3;5; ; ; ; ;2600;1; ;1;1; ;3; ;1; ;24;0;7;35;2;1;1;1;1;1;1; ;1;150;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;11;3;2;1;30;1;214-00628006300-A;14;252
88930;2;1;3;3; ; ; ;3500; ;1; ;1;1; ;3; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;120;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;18;3;1;1;30;1;214-00628006300-A;14;252
88933;2;1;3;1; ;4; ; ;2000;1; ;1;3; ;3; ;1; ;24;0;7;30;2;1;1;1;1;1;1; ;1;120;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;1;2000;2; ;2; ; ;1;3; ;8;3;1;2; ;1;214-00628865882-A;14;252
88934;2;1;3;1; ;4; ; ;2000;1; ;1;3; ;3; ;1; ;24;0;7;28;1;1;1;1;1;1;1; ;1;80;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;4;2;2; ;1;214-00628865882-A;14;252
88935;2;1;3;5; ; ; ; ;2000;1; ;1;1; ;4; ;1; ;24;0;7;38;1;1;1;1;1;1;1; ;1;180;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;2000;2; ; ;1;3; ;50;5;4;1;50;1;214-00628865882-A;14;252
88936;2;1;3;5; ; ; ; ;1500;1; ;1;1; ;3; ;1; ;24;0;7;8;1;1;1;1;1;1;1; ;1;67;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;12;2;1;1;18;2;214-00628865882-A;14;252
88940;3;1;4;3; ; ; ;200; ;1; ;1;3; ;6; ;1; ;6;0;6;0;1;1;2;2;1;1;2;5;1;0;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;4; ;12;1;1;2; ;2;324-00524182875-A;14;207
88941;3;1;4;3; ; ; ;250; ;1; ;1;3; ;5; ;1; ;8;0;6;10;2;2;1;1;1;1;2;2;1;90;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;324-00524182875-A;14;207
88942;3;1;1;1; ;4; ; ;1200;1; ;1;2; ;6; ;1; ;6;0;7;10;2;1;1;1;1;1;1; ;1;180;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;6;5;1;25;1;324-00524182875-A;14;207
88943;3;1;3;1; ;4; ; ;1200;1; ;1;2; ;6; ;1; ;4;0;7;10;2;1;1;1;1;1;1; ;1;250;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;14;5;4;1;200;1;324-00524182875-A;14;207
88964;3;2;1;1; ;4; ; ;200;1; ;1;1; ;6; ;5; ; ; ; ;15;2;1;1;1;2; ;1; ;1;75;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;46;3;3;2; ;2;343-05199811803-D;23;359
88965;3;2;1;1; ;3; ; ;1000;1; ;1;2; ;6; ;4; ; ; ; ;10;2;1;1;1;1;2;1; ;1;24;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;7; ; ;3;3;2; ;2;343-05199811803-D;23;359
88966;3;2;1;1; ;4; ; ;250;1; ;1;2; ;5; ;10; ; ; ; ;10;2;1;1;1;2; ;1; ;1;67;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;2;2; ;2;343-05199811803-D;23;359
88967;3;2;1;1; ;3; ; ;400;1; ;1;2; ;6; ;4; ; ; ; ;10;2;1;1;1;1;2;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;2;343-05199811803-D;23;359
88980;2;2;1;1; ;4; ; ;50;2; ;1;1; ;3; ;8; ; ; ; ;2;1;1;2;2;2; ;2;2;1;24;4; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;254-06574333714-D;24;712
88981;2;2;1;2; ;2; ; ;100;1; ;1;1; ;5; ;8; ; ; ; ;2;1;1;2;2;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;1;2000;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;254-06574333714-D;24;712
88982;2;2;1;1; ;4; ; ;150;2; ;1;1; ;3; ;8; ; ; ; ;2;1;1;2;2;2; ;1; ;1;18;4; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ;25;3;2;2; ;2;254-06574333714-D;24;712
88983;2;2;1;1; ; ; ; ;150;2; ;1;1; ;2; ;8; ; ; ; ;2;1;1;2;2;2; ;2;2;1;15;2; ;2; ;2; ;2; ;2; ; ;1;2000;2; ;2; ;2; ;2; ; ;1;3; ;50;3;2;2; ;2;254-06574333714-D;24;712
88995;6;2;1;1; ;4; ; ;800;1; ;1;1; ;5; ;4; ; ; ; ;20;2;1;1;1;1;2;1; ;1;70;4; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;24;2;1;2; ;2;644-02925402368-A;24;143
88998;2;1;1;1; ;4; ; ;400;1; ;1;1; ;3; ;2; ;24;0;7;25;2;2;2;2;1;1;1; ;1;80;5; ;1;6000;2; ;1;4000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;1;0;2; ;2;212-00629716166-A;12;182
89000;2;1;1;3; ; ; ;800; ;1; ;1;3; ;3; ;1; ;24;0;7;24;2;2;2;2;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;2;1;2; ;2;214-00629826174-A;14;301
89001;2;1;1;1; ;4; ; ;1200;1; ;1;1; ;3; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;100;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;1;1;20;2;214-00629826174-A;14;301
89011;3;2;4;3; ; ; ;200; ;1; ;1;1; ;5; ;4; ; ; ; ;10;2;1;1;1;3; ;2;2;1;25;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;2; ;2;343-05199811803-D;23;359
89014;3;2;1;1; ;4; ; ;200;1; ;2;2; ;5; ;4; ; ; ; ;10;2;1;1;1;3; ;1; ;1;21;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;48;2;2;2; ;2;343-05199811803-D;23;359
89018;3;2;1;1; ;4; ; ;180;1; ;1;3; ;6; ;4; ; ; ; ;10;2;1;1;1;2; ;1; ;1;30;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;343-05199811803-D;23;359
89020;3;2;1;2; ;2; ; ;150;1; ;1;2; ;6; ;4; ; ; ; ;10;2;1;2;1;3; ;1; ;1;48;6; ;2; ;2; ;2; ;2; ; ;1;10000;1;720;2; ;2; ;2; ; ;1;3; ;50;1;1;2; ;2;343-05199811803-D;23;359
89025;8;1;2;1; ;4; ; ;500;2; ;2;4; ;1; ;1; ;24;0;7;30;2;1;1;1;2; ;1; ;1;120;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;1;1;2; ;2;833-08622376111-A;13;243
89028;8;1;1;3; ; ; ;300; ;1; ;2;1; ;1; ;1; ;24;0;7;30;2;1;2;2;1;2;1; ;1;80;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;32;2;2;2; ;2;833-08622376111-A;13;243
89035;8;1;1;1; ;4; ; ;1000;1; ;1;1; ;6; ;1; ;24;0;7;40;2;1;2;2;1;2;1; ;1;200;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;3;1;2; ;2;833-08622376111-A;13;243
89037;8;1;1;3; ; ; ;800; ;1; ;1;1; ;7; ;1; ;24;0;7;50;2;1;2;2;1;2;1; ;1;100;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;7; ; ;2;1;2; ;2;833-08622376111-A;13;243
89081;2;1;1;1; ; ; ; ;1000;1; ;1;3; ;5; ;1; ;24;0;7;65;2;2;2;2;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;1;23;2;213-00628895135-A;13;221
89085;2;1;1;1; ;4; ; ;1000;1; ;1;1; ;5; ;1; ;24;0;7;70;1;1;1;1;1;1;1; ;1;28;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;4;2;1;12;2;213-00628895135-A;13;221
89088;2;1;1;1; ;4; ; ;1500;1; ;1;3; ;5; ;1; ;24;0;7;200;2;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;4;3;1;20;1;213-00628895135-A;13;221
89089;2;1;4;3; ; ; ;1000; ;1; ;1;3; ;5; ;1; ;24;0;7;33;2;1;1;1;1;1;2;2;1;130;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;213-00628895135-A;13;221
89098;2;1;3;7; ; ; ; ;2000;1; ;1;3; ;3; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;70;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;2;1;2; ;1;214-06109531616-A;14;252
89100;2;1;1;1; ;4; ; ;2000;1; ;1;3; ;5; ;1; ;24;0;7;42;2;1;1;1;1;1;1; ;1;80;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;2;1;2; ;2;214-06109531616-A;14;252
89103;2;1;3;1; ;4; ; ;1500;1; ;1;3; ;3; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;110;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;4;3;1;40;1;214-06109531616-A;14;252
89104;2;1;3;1; ;5;PRESTAMO DE PADRES; ;1000;1; ;1;3; ;3; ;1; ;24;0;7;40;2;1;1;1;1;1;1; ;1;60;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;1;1;20;2;214-06109531616-A;14;252
89105;1;2;1;1; ;3; ; ;50;2; ;1;1; ;5; ;9; ; ; ; ;10;1;2;2;2;2; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;30;2;1;2; ;2;152-04323261569-D;22;388
89107;1;2;1;1; ;3; ; ;80;2; ;1;1; ;5; ;9; ; ; ; ;8;1;2;2;2;2; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;40;2;1;2; ;2;152-04323261569-D;22;388
89108;1;2;1;7; ; ; ; ;50;2; ;1;2; ;5; ;9; ; ; ; ;8;1;2;2;2;4; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;30;1;1;2; ;2;152-04323261569-D;22;388
89109;1;2;1;1; ;4; ; ;50;2; ;2;2; ;1; ;9; ; ; ; ;10;1;2;2;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;20;1;1;2; ;2;152-04323261569-D;22;388
89116;6;2;1;1; ;4; ; ;100;2; ;1;2; ;5; ;8; ; ; ; ;5;1;1;1;1;1;3;1; ;1;40;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;1;1;2; ;2;651-03141096464-D;21;134
89124;1;2;1;1; ;4; ; ;100;2; ;1;2; ;5; ;9; ; ; ; ;5;2;2;2;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;30;1;0;2; ;2;152-04323261569-D;22;388
89125;1;2;1;1; ;4; ; ;100;2; ;1;2; ;5; ;9; ; ; ; ;7;2;2;2;2;5; ; ; ;1;13;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;30;1;0;2; ;2;152-04323261569-D;22;388
89126;1;2;1;7; ; ; ; ;50;2; ;1;4; ;1; ;9; ; ; ; ;5;2;2;2;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;40;1;0;2; ;2;152-04323261569-D;22;388
89127;1;2;1;1; ;4; ; ;50;2; ;2;1; ;1; ;9; ; ; ; ;8;2;2;2;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;300;2; ;2; ;2; ;2; ; ;2;1; ;20;1;0;2; ;2;152-04323261569-D;22;388
89139;2;1;1;3; ; ; ;1000; ;1; ;1;1; ;3; ;1; ;8;0;7;35;2;1;1;1;1;1;1; ;1;180;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;16;6;4;2; ;2;214-00629390846-A;14;252
89144;7;1;4;3; ; ; ;260; ;1; ;1;2; ;5; ;2; ;24;0;7;20;2;1;2;2;1;1;2;4;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;723-05505987387-A;13;486
89148;2;1;3;1; ;4; ; ;1000;1; ;1;1; ;3; ;1; ;24;0;7;9;1;1;1;1;1;1;1; ;1;38;5; ;2; ;2; ;1;200;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;2;1;1;120;2;214-06126681070-A;14;301
89150;2;1;4;3; ; ; ;1200; ;1; ;1;1; ;5; ;1; ;24;0;7;20;1;1;1;1;1;1;1; ;1;79;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;200;2; ; ;1;3; ;23;1;1;2; ;2;214-06126681070-A;14;301
89155;2;1;4;3; ; ; ;800; ;1; ;1;3; ;3; ;1; ;24;0;7;110;1;1;1;1;1;1;1; ;1;100;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;28;3;2;2; ;2;214-06126681070-A;14;301
89210;6;2;1;1; ;4; ; ;600;2; ;1;2; ;6; ;8; ; ; ; ;2;1;1;1;1;1;2;1; ;1;30;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;4;3;2; ;2;651-03141096464-D;21;134
89215;6;2;1;1; ;4; ; ;200;2; ;2;2; ;5; ;8; ; ; ; ;2;1;1;1;1;2; ;1; ;1;20;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;2;2; ;2;651-03141096464-D;21;134
89258;6;2;1;1; ;4; ; ;150;2; ;1;2; ;5; ;9; ; ; ; ;2;2;1;1;1;1;2;1; ;1;20;4; ;1;1500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;2;2;2; ;2;651-03141096464-D;21;134
89262;4;2;1;1; ;4; ; ;40;2; ;1;1; ;5; ;8; ; ; ; ;5;2;1;2;2;2; ;1; ;1;17;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;10;1;0;2; ;2;441-05066891762-A;21;256
89264;1;2;1;1; ;4; ; ;30;2; ;1;1; ;1; ;2; ;24;0;7;6;1;1;2;2;5; ; ; ;2; ;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;10;2;1;2; ;2;152-04323261569-D;22;388
89267;1;2;1;2; ;4; ; ;30;2; ;2;4; ;1; ;9; ; ; ; ;6;2;2;2;2;5; ; ; ;2; ;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;10;2;1;2; ;2;152-04323261569-D;22;388
89270;1;2;1;2; ;4; ; ;100;2; ;1;1; ;5; ;2; ;1;0;1;7;1;1;2;2;5; ; ; ;1;15;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;60;2;1;2; ;2;152-04323261569-D;22;388
89275;1;2;1;2; ;4; ; ;25;2; ;2;2; ;1; ;9; ; ; ; ;6;2;2;2;2;5; ; ; ;2; ;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;10;2;1;2; ;2;152-04323261569-D;22;388
89277;6;2;4;3; ; ; ;200; ;2; ;1;2; ;5; ;2; ;24;0;7;20;2;1;2;2;2; ;1; ;1;10;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;644-02925402368-A;24;143
89282;6;2;1;1; ;4; ; ;1500;2; ;1;2; ;5; ;2; ;24;0;7;20;2;1;2;2;2; ;1; ;1;100;5; ;2; ;2; ;2; ;2; ; ;2; ;1;6000;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;644-02925402368-A;24;143
89286;2;1;3;5; ; ; ; ;300;1; ;1;3; ;3; ;1; ;24;0;7;10;2;1;1;1;1;1;1; ;1;75;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;213-00629382399-A;13;221
89287;2;1;1;1; ;4; ; ;500;1; ;1;3; ;3; ;1; ;24;0;7;8;2;1;1;1;1;1;1; ;1;100;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;7;2;1;2; ;2;213-00629382399-A;13;221
89288;2;1;1;1; ;4; ; ;1800;1; ;1;3; ;3; ;1; ;24;0;7;10;2;1;1;2;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;2;1;2; ;2;213-00629382399-A;13;221
89289;2;1;1;1; ;4; ; ;800;2; ;1;1; ;5; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;100;6; ;2; ;1;50;1;15;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;4;3;2; ;2;213-00629382399-A;13;221
89296;3;1;1;1; ;4; ; ;300;1; ;1;1; ;6; ;1; ;24;0;7;18;2;1;1;1;1;1;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;3;1;2; ;2;324-00523917410-A;14;207
89298;3;1;1;1; ;4; ; ;500;1; ;1;2; ;6; ;10; ; ; ; ;116;2;1;1;1;1;1;1; ;1;130;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;7; ; ;4;4;2; ;2;324-00523917410-A;14;207
89303;6;2;1;1; ;4; ; ;500;1; ;1;1; ;6; ;9; ; ; ; ;20;2;1;1;1;1;2;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;5;3;2; ;2;644-02925402368-A;24;143
89311;6;2;1;1; ;4; ; ;400;1; ;1;1; ;6; ;9; ; ; ; ;20;2;1;1;1;1;2;1; ;1;36;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;4;3;2; ;2;644-02925402368-A;24;143
89312;6;2;1;1; ;4; ; ;500;1; ;1;1; ;6; ;9; ; ; ; ;20;2;1;1;1;1;2;1; ;1;18;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;1;2; ;2;644-02925402368-A;24;143
89320;3;1;1;1; ;4; ; ;700;1; ;1;2; ;6; ;1; ;20;0;7;20;1;1;1;1;1;1;1; ;1;60;6; ;2; ;2; ;1;3500;2; ; ;2; ;2; ;2; ;1;270;2; ; ;1;3; ;25;2;2;2; ;2;323-00525234974-A;13;214
89325;4;1;1;7; ; ; ; ;200;2; ;1;1; ;7; ;2; ;3;0;3;8;2;1;2;1;1;1;2;2;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;422-04541077486-A;12;178
89329;4;1;1;1; ;4; ; ;100;2; ;1;1; ;7; ;2; ;1;0;7;15;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;4;3;2; ;2;422-04541077486-A;12;178
89334;2;1;1;7; ; ; ; ;200;1; ;1;1; ;5; ;3; ;24;0;7;120;1;1;1;1;1;4;1; ;1;70;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;212-06071309853-A;12;182
89338;2;1;1;1; ;4; ; ;200;1; ;1;1; ;5; ;3; ;24;0;7;120;1;1;1;1;1;4;1; ;1;50;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;212-06071309853-A;12;182
89340;2;1;1;1; ;4; ; ;200;2; ;1;1; ;5; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;50;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;212-06071309853-A;12;182
89341;2;1;1;1; ;4; ; ;100;1; ;1;1; ;5; ;1; ;24;0;7;30;2;1;1;1;1;1;1; ;1;50;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;2;1;2; ;2;212-06071309853-A;12;182
89346;2;1;1;1; ;4; ; ;700;1; ;2;1; ;5; ;1; ;1;0;7;40;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;212-06071309853-A;12;182
89347;2;1;1;1; ;4; ; ;300;1; ;1;1; ;5; ;1; ;1;0;7;18;2;1;1;1;5; ; ; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;2;2;2; ;2;212-06071309853-A;12;182
89348;2;1;1;1; ;4; ; ;300;1; ;2;1; ;5; ;1; ;2;0;7;25;2;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;212-06071309853-A;12;182
89349;2;1;1;1; ;4; ; ;500;1; ;1;1; ;5; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;2;2; ;2;212-06071309853-A;12;182
89365;7;1;1;1; ;4; ; ;2500;1; ;1;1; ;5; ;2; ;24;0;7;40;2;2;2;2;1;1;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;724-05498923886-A;14;441
89367;2;1;1;1; ;4; ; ;600;2; ;1;1; ;5; ;1; ;24;0;7;90;2;1;1;1;1;1;1; ;1;60;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;7;5;1;25;2;213-00629382399-A;13;221
89368;2;1;1;1; ;1; ; ;400;1; ;1;1; ;3; ;1; ;24;0;7;85;2;1;1;1;1;1;1; ;1;110;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;8;7;5;1;25;2;213-00629382399-A;13;221
89369;2;1;3;5; ; ; ; ;600;1; ;1;3; ;3; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;12;3;2;2; ;2;213-00629382399-A;13;221
89370;2;1;4;3; ; ; ;600; ;1; ;1;3; ;5; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;92;6; ;2; ;1;100;1;350;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;1;200;2;213-00629382399-A;13;221
89436;3;1;1;1; ;4; ; ;300;1; ;1;1; ;5; ;1; ;24;0;7;15;2;1;1;1;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;1;2; ;2;323-05293443056-A;13;214
89437;3;1;4;1; ;4; ; ;200;1; ;1;1; ;5; ;2; ;24;0;7;15;2;1;1;1;2; ;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;2; ;2;323-05293443056-A;13;214
89440;3;1;1;3; ; ; ;150; ;1; ;1;1; ;5; ;2; ;24;0;7;15;2;1;1;1;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;323-05293443056-A;13;214
89441;3;1;4;6; ; ; ; ;150;1; ;1;1; ;5; ;2; ;24;0;7;15;2;1;1;1;2; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;323-05293443056-A;13;214
89456;3;1;1;1; ;4; ; ;700;1; ;1;2; ;6; ;4; ; ; ; ;40;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;3;1;1;350;1;324-00523917410-A;14;207
89459;3;1;1;1; ;4; ; ;500;1; ;1;2; ;6; ;4; ; ; ; ;23;2;1;1;1;1;1;1; ;1;173;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;5;2;1;27;1;324-00523917410-A;14;207
