folio;depto;area;s01a_01;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;upm;estrato;factor
4096;1;1;1;3; ; ; ;250; ;1; ;1;1; ;6; ;1; ;24;0;7;30;1;1;1;1;1;1;2;2;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;113-04176930844-A;13;205
4097;1;1;1;3; ; ; ;900; ;1; ;1;2; ;6; ;1; ;24;0;7;40;1;1;1;1;1;1;2;2;1;40;6; ;2; ;2; ;1;100;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;113-04176930844-A;13;205
4098;1;1;1;1; ;4; ; ;500;1; ;2;3; ;5; ;2; ;24;0;7;19;1;1;1;1;1;1;1; ;1;28;6; ;1;4500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;113-04176930844-A;13;205
4099;1;1;1;3; ; ; ;200; ;1; ;1;1; ;5; ;1; ;24;0;7;21;1;1;1;1;1;1;2;2;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;113-04176930844-A;13;205
4104;7;1;1;1; ;4; ; ;3000;2; ;1;2; ;6; ;1; ;24;0;7;100;2;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;30;4;3;2; ;1;713-05233006500-A;13;486
4105;7;1;1;7; ; ; ; ;2000;1; ;1;2; ;6; ;1; ;24;0;7;60;2;1;1;1;1;1;2;2;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;2;2; ;1;713-05233006500-A;13;486
4132;1;1;1;7; ; ; ; ;200;1; ;1;1; ;6; ;2; ;3;0;7;23;2;1;1;1;1;1;2;2;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;112-04152467277-A;12;210
4136;1;1;1;2; ;2; ; ;500;2; ;1;2; ;5; ;1; ;24;0;4;100;1;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;6;5;2; ;2;113-00418695355-A;13;205
4175;6;1;1;1; ; ; ; ;500;2; ;1;1; ;6; ;1; ;24;0;7;35;1;1;1;1;1;1;1; ;1;68;6; ;1;2000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;30;4;3;2; ;2;614-02976446272-A;14;191
4179;6;1;1;1; ;4; ; ;500;2; ;1;2; ;5; ;2; ;24;0;7;45;1;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;1;2; ;2;613-02980626783-A;13;175
4184;7;1;3;3; ; ; ;1950; ;1; ;1;2; ;6; ;1; ;24;0;7;70;1;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;26;3;2;2; ;2;714-05228899876-A;14;441
4190;7;1;3;3; ; ; ;700; ;1; ;1;3; ;6; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;10;2;1;2; ;2;713-05233006500-A;13;486
4192;7;1;4;3; ; ; ;1200; ;1; ;1;3; ;6; ;1; ;24;0;7;60;1;1;1;1;1;2;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;2;2; ;1;713-05214295299-A;13;584
4202;7;1;1;1; ;4; ; ;800;1; ;1;2; ;6; ;1; ;8;0;7;190;2;1;2;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;28;5;3;2; ;1;713-05233006500-A;13;486
4203;7;1;1;3; ; ; ;2600; ;2; ;1;2; ;5; ;1; ;24;0;7;150;2;1;1;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;26;3;3;2; ;2;714-05228899876-A;14;441
4207;7;1;1;2; ;1; ; ;3500;1; ;1;3; ;6; ;1; ;24;0;7;150;2;1;1;1;1;1;1; ;1;170;6; ;1;3000;2; ;2; ;2; ; ;1;60000;1;7000;2; ;2; ;2; ; ;1;3; ;26;2;2;1;0;1;714-05228899876-A;14;441
4211;7;1;1;1; ;4; ; ;3000;1; ;1;2; ;5; ;10; ; ; ; ;150;1;1;1;1;1;1;2;2;1;180;6; ;1;1500;1;600;2; ;2; ; ;1;4500;2; ;2; ;2; ;2; ; ;1;4; ;18;3;2;2; ;2;714-05259664509-A;14;481
4218;1;1;4;1; ;4; ; ;200;1; ;1;3; ;6; ;2; ;5;0;7;28;1;1;1;1;1;1;1; ;1;30;6; ;1;200;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;2;1;2; ;2;112-04152467277-A;12;210
4219;1;1;1;1; ;4; ; ;400;1; ;1;3; ;6; ;1; ;4;0;7;7;2;1;1;1;1;1;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;1;3500;2; ;2; ;2; ;1; ;1500;1;4; ;12;6;4;2; ;2;112-04152467277-A;12;210
4220;1;1;1;1; ;1; ; ;250;2; ;1;1; ;5; ;2; ;3;0;5;55;1;1;1;1;1;1;1; ;1;30;6; ;2; ;1;500;2; ;2; ; ;1;15000;2; ;2; ;2; ;2; ; ;2;3; ;22;2;1;2; ;2;112-04152467277-A;12;210
4221;1;1;1;1; ;4; ; ;300;1; ;1;3; ;6; ;1; ;5;0;4;20;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;6;4;2; ;2;112-04152467277-A;12;210
4228;7;1;1;1; ;4; ; ;1200;1; ;1;2; ;6; ;1; ;8;0;7;258;2;1;1;1;1;1;1; ;1;325;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;35;6;4;1;150;1;713-05233006500-A;13;486
4270;7;1;1;1; ;4; ; ;2100;1; ;1;2; ;6; ;1; ;24;0;7;250;1;1;1;2;1;1;1; ;1;150;6; ;1;2000;1;250;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;3;3;1;360;1;714-05228899876-A;14;441
4275;7;1;1;3; ; ; ;500; ;1; ;1;3; ;6; ;2; ;24;0;7;50;2;1;2;2;1;1;2;2;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;24;1;1;2; ;2;714-05228899876-A;14;441
4356;9;1;1;1; ;4; ; ;1000;1; ;1;1; ;6; ;10; ; ; ; ;200;1;1;1;1;1;2;1; ;1;100;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;911-01210418242-A;11;86
4359;7;1;1;1; ;4; ; ;500;1; ;1;2; ;5; ;1; ;24;0;7;200;1;1;2;1;1;1;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;713-05203009183-A;13;486
4361;1;1;1;1; ;4; ; ;500;2; ;1;1; ;5; ;1; ;1;0;1;20;1;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;112-00418882733-A;12;210
4365;7;1;1;3; ; ; ;900; ;1; ;1;2; ;5; ;2; ;24;0;7;50;2;1;1;1;1;1;2;2;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;713-05235060491-A;13;449
4487;7;1;1;1; ;4; ; ;1200;1; ;1;2; ;5; ;1; ;24;0;7;70;1;1;1;1;1;1;1; ;1;100;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;12;2;1;2; ;2;713-05203009183-A;13;486
4488;7;1;1;3; ; ; ;900; ;1; ;1;2; ;5; ;2; ;24;0;7;55;1;1;1;1;1;1;1; ;1;87;6; ;2; ;1;10;1;100;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;10;2;2;2; ;2;713-05203009183-A;13;486
4492;7;1;1;1; ;4; ; ;1500;1; ;1;2; ;5; ;1; ;24;0;7;40;1;1;1;1;1;1;2;2;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;2;1;2; ;2;712-05201796441-A;12;398
4493;7;1;1;1; ;4; ; ;1500;1; ;1;3; ;5; ;1; ;24;0;7;300;1;1;1;1;1;1;2;3;1;250;6; ;2; ;2; ;2; ;2; ; ;1;25000;2; ;2; ;2; ;2; ; ;1;4; ;18;3;3;2; ;2;712-05201796441-A;12;398
4506;7;1;4;3; ; ; ;350; ;1; ;1;1; ;6; ;2; ;24;0;7;75;1;1;1;1;1;1;2;2;1;75;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;712-05201796441-A;12;398
4511;5;1;4;3; ; ; ;350; ;2; ;1;1; ;5; ;2; ;1;30;3;28;2;1;1;1;1;1;2;3;1;52;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;1;513-00376775611-A;13;402
4518;1;1;1;1; ;2; ; ;1800;1; ;1;2; ;6; ;1; ;24;0;7;70;2;1;1;1;1;1;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;7;5;1;33;2;114-04181160807-A;14;467
4519;1;1;3;5; ; ; ; ;1200;1; ;1;2; ;6; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;2;2; ;2;114-04181160807-A;14;467
4520;1;1;3;5; ; ; ; ;1200;1; ;1;2; ;6; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ; ;3;1;2; ;2;114-04181160807-A;14;467
4521;1;1;1;1; ;4; ; ;1500;1; ;1;2; ;6; ;1; ;24;0;7;60;2;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;4;3;1;33;2;114-04181160807-A;14;467
4524;1;1;5;1; ;2; ; ;100;7;PUNTALES;2;1; ;1; ;2; ;20;0;6;18;1;1;1;1;5; ; ; ;1;36;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;22;1;0;2; ;2;113-04176930844-A;13;205
4525;1;1;1;1; ;2; ; ;800;1; ;2;3; ;5; ;1; ;24;0;6;20;1;1;1;1;1;4;1; ;1;60;1; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;4; ;10;4;1;2; ;2;113-04176930844-A;13;205
4526;1;1;1;1; ;2; ; ;500;2; ;1;1; ;5; ;2; ;2;0;2;30;2;1;1;1;5; ; ; ;1;20;2; ;2; ;2; ;1;100;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;20;1;0;2; ;2;113-04176930844-A;13;205
4527;1;1;1;1; ;2; ; ;1200;1; ;1;2; ;5; ;1; ;24;0;6;70;2;1;1;1;1;1;1; ;1;80;1; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;11;4;2;2; ;2;113-04176930844-A;13;205
4528;1;1;1;1; ;1; ; ;2000;1; ;1;2; ;6; ;1; ;24;0;3;75;1;1;1;1;1;1;1; ;1;200;5; ;1;5800;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;5;3;1;33;1;113-00418695355-A;13;205
4535;1;1;1;1; ;5;HERENCIA POR PARTE DE FAMILIARES; ;200;1; ;1;3; ;5; ;2; ;2;0;2;15;1;1;1;1;2; ;1; ;1;20;3; ;1;200;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;3;2;2; ;2;112-00418882733-A;12;210
4540;7;1;1;1; ;4; ; ;1500;1; ;1;3; ;6; ;2; ;24;0;7;90;1;1;1;1;1;1;1; ;1;120;6; ;1;2000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;9;3;1;600;1;713-05235060491-A;13;449
4543;6;1;1;7; ; ; ; ;800;1; ;1;3; ;5; ;1; ;5;0;7;100;1;1;1;1;1;1;2;2;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;2;2;1;20;2;614-02980979807-A;14;191
4581;6;1;1;1; ;4; ; ;900;1; ;1;1; ;6; ;2; ;24;0;7;40;2;1;1;1;1;1;2;2;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;1;20;1;614-02976446272-A;14;191
4582;6;1;1;7; ; ; ; ;3500;1; ;1;1; ;6; ;1; ;20;0;7;200;2;2;2;2;1;1;2;2;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;27;3;2;1;30;2;614-02976446272-A;14;191
4583;6;1;4;3; ; ; ;400; ;1; ;1;3; ;6; ;2; ;24;0;7;15;2;1;1;1;1;1;2;3;1;35;6; ;2; ;2; ;1;20;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;1;614-02976446272-A;14;191
4584;6;1;1;1; ;4; ; ;1500;2; ;1;1; ;5; ;1; ;24;0;7;60;2;1;1;1;1;1;1; ;1;300;6; ;1;28000;2; ;2; ;1;PAREDES DE  LOS CUARTOS;1000;2; ;2; ;2; ;2; ;2; ; ;2;3; ;22;3;3;1;25;2;614-02976446272-A;14;191
4589;1;1;1;1; ;4; ; ;300;1; ;1;1; ;5; ;2; ;1;0;4;20;1;1;1;1;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;3;3;2; ;2;112-04190828218-A;12;210
4596;1;1;1;7; ; ; ; ;300;2; ;1;2; ;5; ;1; ;1;0;5;15;1;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;1;1;2; ;2;112-04190828218-A;12;210
4598;7;1;1;1; ;4; ; ;2000;1; ;1;2; ;8;PISO VINIL;1; ;24;0;7;100;2;1;1;1;1;1;1; ;1;100;6; ;1;500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;1;714-05232098520-A;14;481
4607;9;1;1;1; ;4; ; ;500;1; ;2;1; ;5; ;3; ;5;0;4;30;1;1;1;1;3; ;2;3;1;110;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;0;2; ;2;911-01210418242-A;11;86
4613;9;1;1;7; ; ; ; ;450;5; ;2;1; ;1; ;10; ; ; ; ;10;1;1;1;1;3; ;2;3;1;100;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;0;2; ;2;911-01210418242-A;11;86
4621;9;1;1;1; ;4; ; ;800;5; ;2;1; ;6; ;10; ; ; ; ;25;1;1;1;1;2; ;1; ;1;160;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;5;2;2; ;2;911-01210418242-A;11;86
4622;9;1;1;1; ;4; ; ;700;1; ;1;1; ;6; ;10; ; ; ; ;80;1;1;1;1;1;2;1; ;1;120;6; ;2; ;2; ;1;800;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;4;3;2; ;2;911-01210418242-A;11;86
4623;7;1;1;2; ;5;PRESTAMO AL BANCO; ;4000;1; ;1;3; ;6; ;1; ;7;0;7;300;1;1;1;1;1;1;1; ;1;350;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;4;3;1;120;1;714-05228899876-A;14;441
4628;7;1;1;3; ; ; ;2550; ;1; ;1;2; ;6; ;1; ;24;0;7;120;1;1;1;1;1;1;1; ;1;220;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;3;3;2; ;1;714-05228899876-A;14;441
4637;9;1;1;8;ES DEL GOBIERNO AUN NO ESTAN PAGANDO; ; ; ;500;1; ;1;2; ;6; ;10; ; ; ; ;25;2;1;1;1;1;2;1; ;1;140;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;912-12106512057-A;12;68
4644;9;1;1;7; ; ; ; ;300;1; ;2;1; ;5; ;6; ; ; ; ;25;2;1;1;1;3; ;1; ;1;45;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;2;2; ;2;912-12106512057-A;12;68
4734;7;1;1;3; ; ; ;300; ;1; ;1;2; ;6; ;2; ;24;0;7;20;2;1;2;1;1;2;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;24;1;0;2; ;2;711-05281125414-A;11;369
4738;6;1;1;3; ; ; ;400; ;1; ;1;3; ;6; ;1; ;8;30;7;20;1;1;1;1;1;1;1; ;1;30;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;28;1;1;2; ;2;614-02980979807-A;14;191
4739;6;1;1;6; ; ; ; ;500;1; ;1;3; ;5; ;1; ;24;0;7;86;2;1;1;1;1;1;2;2;1;130;5; ;2; ;2; ;1;50;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;2;1;2; ;2;614-02980979807-A;14;191
4744;4;1;4;3; ; ; ;250; ;1; ;1;1; ;5; ;2; ;3;0;7;10;2;1;1;1;1;1;2;2;1;10;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;413-00478751082-A;13;216
4745;4;1;4;3; ; ; ;550; ;1; ;1;3; ;6; ;1; ;4;0;7;10;2;1;1;1;1;1;1; ;1;45;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;413-00478751082-A;13;216
4746;4;1;1;1; ;4; ; ;500;1; ;1;1; ;6; ;1; ;4;0;7;35;2;1;1;1;1;1;1; ;1;90;6; ;1;1500;2; ;2; ;2; ; ;1;5000;2; ;2; ;2; ;2; ; ;1;4; ;18;4;3;2; ;1;413-00478751082-A;13;216
4747;4;1;1;1; ;4; ; ;700;1; ;1;1; ;6; ;1; ;3;0;7;30;2;2;1;1;1;1;1; ;1;65;6; ;2; ;2; ;2; ;2; ; ;1;2500;2; ;2; ;2; ;1;OBRA FINA;3000;1;4; ;18;5;5;2; ;2;413-00478751082-A;13;216
4757;7;1;1;1; ;4; ; ;3000;1; ;1;2; ;6; ;1; ;24;0;7;70;1;1;1;1;1;1;1; ;1;300;6; ;1;2500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;4;3;2; ;2;713-05269040303-A;13;486
4821;5;1;4;3; ; ; ;150; ;2; ;1;5;MACHIEMBRE;5; ;2; ;6;0;6;5;2;1;1;1;1;1;2;5;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;513-00376775611-A;13;402
4823;5;1;1;7; ; ; ; ;350;1; ;1;3; ;5; ;2; ;5;0;3;25;2;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;50;2; ; ;1;4; ;13;1;0;2; ;2;513-00376775611-A;13;402
4831;1;1;1;1; ;4; ; ;180;1; ;1;1; ;6; ;1; ;4;0;4;25;2;1;1;1;1;1;1; ;1;45;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;112-04190828218-A;12;210
4834;6;1;1;7; ; ; ; ;400;1; ;1;1; ;5; ;1; ;24;0;7;109;2;1;1;1;1;1;2;2;1;70;6; ;1;100;1;60;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;36;1;1;2; ;1;613-02980626783-A;13;175
4838;7;1;1;1; ;4; ; ;1500;1; ;1;2; ;1; ;1; ;24;0;7;120;1;1;1;1;1;1;1; ;1;250;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;3;1;150;1;713-05269040303-A;13;486
4843;7;1;1;3; ; ; ;500; ;1; ;1;2; ;5; ;1; ;24;0;7;45;1;1;1;1;1;1;1; ;1;80;6; ;2; ;1;800;1;500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;4;4;2; ;2;713-05235060491-A;13;449
4849;9;1;4;3; ; ; ;600; ;1; ;1;1; ;6; ;10; ; ; ; ;45;2;1;1;1;1;2;1; ;1;70;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;913-01213453172-A;13;107
4852;9;1;1;1; ;4; ; ;700;5; ;2;1; ;6; ;10; ; ; ; ;95;2;1;1;1;1;2;1; ;1;180;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;913-01213453172-A;13;107
4857;9;1;1;1; ;2; ; ;1000;1; ;1;1; ;6; ;10; ; ; ; ;70;2;1;1;1;1;2;1; ;1;120;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;913-01213453172-A;13;107
4858;9;1;1;1; ;4; ; ;2000;1; ;1;1; ;6; ;10; ; ; ; ;95;2;1;1;1;1;2;1; ;1;150;5; ;2; ;2; ;2; ;2; ; ;1;2500;2; ;2; ;2; ;2; ; ;1;3; ;23;4;3;2; ;2;913-01213453172-A;13;107
4868;6;1;1;1; ;4; ; ;300;1; ;1;3; ;6; ;2; ;24;0;7;80;2;1;1;1;1;1;1; ;1;118;6; ;1;3000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;3;3;1;20;2;614-02976446272-A;14;191
4872;7;1;1;1; ;4; ; ;5000;2; ;1;2; ;6; ;1; ;24;0;7;150;1;1;1;1;1;1;1; ;1;300;6; ;1;300000;1;5000;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;5;5;1;60;1;713-05235060491-A;13;449
4878;6;1;4;5; ; ; ; ;300;1; ;1;3; ;6; ;1; ;8;0;7;20;1;1;2;1;1;1;2;2;1;20;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;613-02984726619-A;13;175
4879;6;1;4;3; ; ; ;100; ;1; ;1;3; ;6; ;1; ;6;0;7;30;1;1;1;1;1;1;2;2;1;20;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;60;2; ; ;1;3; ;25;2;1;2; ;1;613-02984726619-A;13;175
4880;6;1;1;1; ;5;0; ;10;1; ;1;3; ;6; ;1; ;8;0;7;60;1;1;2;1;1;1;1; ;1;10;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;3;3;1;30;2;613-02984726619-A;13;175
4881;6;1;1;2; ;2; ; ;1500;1; ;1;3; ;6; ;1; ;6;0;7;80;1;1;1;1;1;1;1; ;1;200;5; ;2; ;2; ;1;150;2; ; ;1;10000;2; ;2; ;2; ;2; ;1000;1;4; ;30;3;3;2; ;2;613-02984726619-A;13;175
4888;1;1;1;1; ;4; ; ;1500;1; ;1;2; ;5; ;1; ;4;0;7;50;1;1;1;1;1;1;1; ;1;90;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;40;4;3;2; ;2;112-04190828218-A;12;210
4896;6;1;1;3; ; ; ;350; ;2; ;1;2; ;5; ;2; ;24;0;7;20;1;1;1;1;1;1;2;3;1;50;6; ;1;300;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;4; ;8;1;0;2; ;2;614-02976446272-A;14;191
4973;7;1;1;1; ;4; ; ;1000;1; ;1;2; ;3; ;1; ;24;0;7;176;1;1;1;1;1;1;1; ;1;266;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;112;2;2;1;50;2;714-05259664509-A;14;481
4978;7;1;1;2; ;4; ; ;400;1; ;1;2; ;5; ;2; ;24;0;7;80;2;1;2;2;1;2;1; ;1;100;6; ;1;700;2; ;1;45;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;2;1;2; ;2;711-05281125414-A;11;369
4986;7;1;1;2; ;2; ; ;400;1; ;1;2; ;6; ;1; ;24;0;7;60;1;1;1;1;1;2;1; ;1;400;6; ;1;5000;1;400;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;3;3;2; ;2;711-05281125414-A;11;369
4994;7;1;1;2; ;2; ; ;700;1; ;1;2; ;5; ;2; ;24;0;7;70;1;1;2;1;1;2;1; ;1;140;6; ;1;14000;2; ;2; ;2; ; ;1;14000;2; ;2; ;2; ;2; ; ;2;3; ;30;2;2;2; ;2;711-05281125414-A;11;369
5001;9;1;1;2; ;2; ; ;2000;1; ;1;1; ;5; ;10; ; ; ; ;210;2;1;1;1;1;2;1; ;1;500;6; ;1;5000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;1;913-01213453172-A;13;107
5006;9;1;1;1; ;5;IMDENIZACION POR 28 AÑOS DE TRABAJO; ;1000;5; ;2;1; ;2; ;10; ; ; ; ;50;2;1;1;1;2; ;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;2;2; ;2;913-01213453172-A;13;107
